Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Type,Label
80,507376,6,1,693,0,231,0,115.5,126.5239108,0,0,0.0,0.0,1365.850967,13.79647441,84562.66667,98234.03029,200174,16,507376,101475.2,99584.92208,200174,187,0,0.0,0.0,0,0,0,0,0,0,200,40,11.82554949,1.970924916,0,231,86.625,119.5538582,14293.125,0,0,0,1,0,0,0,0,0,99.0,115.5,0.0,200,0,0,0,0,0,0,6,693,1,0,29200,28960,3,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,1
80,507477,6,1,693,0,231,0,115.5,126.5239108,0,0,0.0,0.0,1365.57913,13.79372858,84579.5,98215.06552,199941,32,507477,101495.4,99557.25546,199941,394,0,0.0,0.0,0,0,0,0,0,0,200,40,11.82319593,1.970532655,0,231,86.625,119.5538582,14293.125,0,0,0,1,0,0,0,0,0,99.0,115.5,0.0,200,0,0,0,0,0,0,6,693,1,0,29200,28960,3,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,1
80,507581,6,1,693,0,231,0,115.5,126.5239108,0,0,0.0,0.0,1365.299332,13.79090234,84596.83333,98164.08896,200175,61,507581,101516.2,99490.00268,200175,469,0,0.0,0.0,0,0,0,0,0,0,200,40,11.82077343,1.970128906,0,231,86.625,119.5538582,14293.125,0,0,0,1,0,0,0,0,0,99.0,115.5,0.0,200,0,0,0,0,0,0,6,693,1,0,29200,28960,3,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,1
80,38308,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,313.250496,52.208416,38308.0,0.0,38308,38308,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26.104208,26.104208,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,255,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
389,479,11,5,172,326,79,0,15.63636364,31.4492376,163,0,65.2,89.27877687,1039665.971,33402.92276,31.93333333,25.51040871,73,0,479,47.9,38.9428356,109,1,401,100.25,101.7361784,237,3,0,0,0,0,368,176,22964.50939,10438.41336,0,163,29.29411765,56.52959922,3195.595588,0,0,0,1,0,0,0,0,0,31.125,15.63636364,65.2,368,0,0,0,0,0,0,11,172,5,326,29200,260,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1095,10,6,3150,3150,1575,0,315.0,632.5616351,1575,0,525.0,813.3265027,5753424.658,14611.87215,73.0,204.9609719,810,1,1095,121.6666667,298.7461297,915,1,995,199.0,345.5350923,810,3,0,0,0,0,336,208,9132.420091,5479.452055,0,1575,370.5882353,671.7515406,451250.1324,0,0,0,1,0,0,0,0,0,393.75,315.0,525.0,336,0,0,0,0,0,0,10,3150,6,3150,29200,2081,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
389,15206,17,12,3452,6660,1313,0,203.0588235,425.7784739,3069,0,555.0,977.4803416,665000.6576,1907.141918,543.0714286,2519.931377,13391,0,15206,950.375,3322.417812,13391,2,15112,1373.818182,4176.449588,13961,3,0,0,0,0,560,388,1117.979745,789.1621728,0,3069,337.0666667,704.6540816,496537.3747,0,0,0,1,0,0,0,0,0,348.6896552,203.0588235,555.0,560,0,0,0,0,0,0,17,3452,12,6660,29200,0,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1092,9,6,3150,3152,1575,0,350.0,694.5097192,1576,0,525.3333333,813.8429005,5771062.271,13736.26374,78.0,207.000929,794,1,1092,136.5,313.850738,910,1,1015,203.0,333.2401536,794,3,0,0,0,0,304,208,8241.758242,5494.505495,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350.0,525.3333333,304,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
389,433,11,4,172,326,79,0,15.63636364,31.4492376,163,0,81.5,94.10809388,1150115.473,34642.03233,30.92857143,27.74461635,74,0,433,43.3,41.79859115,109,0,222,74.0,126.439709,220,1,0,0,0,0,368,144,25404.15704,9237.875289,0,163,31.125,57.86060836,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.63636364,81.5,368,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1088,9,6,3150,3152,1575,0,350.0,694.5097192,1576,0,525.3333333,813.8429005,5792279.412,13786.76471,77.71428571,210.3771078,805,2,1088,136.0,293.8517605,860,3,1014,202.8,342.1347688,805,2,0,0,0,0,304,208,8272.058824,5514.705882,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350.0,525.3333333,304,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,579225,132,150,160,320799,160,0,1.212121212,13.92621248,4344,0,2138.66,831.8348267,554118.0025,486.8574388,2061.298932,12214.52594,94632,0,579225,4421.564885,17683.93123,95158,1,483900,3247.651007,15697.10339,94740,2,0,0,0,0,4232,4808,227.890716,258.9667228,0,4344,1134.130742,1227.920672,1507789.178,0,0,0,1,0,0,0,0,1,1138.152482,1.212121212,2138.66,4232,0,0,0,0,0,0,132,160,150,320799,29200,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49666,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49413,4,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,4500000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,2052,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1080,9,6,3130,3124,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5790740.741,13888.88889,77.14285714,212.1145761,811,1,1080,135.0,308.0987782,894,1,993,198.6,345.9498519,811,3,0,0,0,0,304,208,8333.333333,5555.555556,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,260,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
389,5008522,39,26,5996,10284,403,0,153.7435897,139.3017773,1173,126,395.5384615,344.6042636,3250.459916,12.9778805,78258.15625,387630.6852,2673701,3,5008522,131803.2105,498594.8965,2673701,3,3570045,142801.8,559237.1266,2715645,3,1,0,0,0,1248,832,7.7867283,5.1911522,0,1173,249.5151515,266.6626934,71108.99207,0,1,0,0,1,0,0,0,0,253.3538462,153.7435897,395.5384615,1248,0,0,0,0,0,0,39,5996,26,10284,367,2078,25,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
3268,4955405,33,24,4990,5060,403,0,151.2121212,120.1469823,242,72,210.8333333,63.43477764,2028.088522,11.50259161,88489.375,415887.6335,2716857,1,4955405,154856.4063,544298.365,2716857,1,3520965,153085.4348,583284.1464,2717127,48,1,0,0,0,1056,768,6.659395145,4.843196469,0,403,180.2241379,107.1457514,11480.21204,0,1,0,0,1,0,0,0,0,183.3859649,151.2121212,210.8333333,1056,0,0,0,0,0,0,33,4990,24,5060,299,2077,23,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,274441,12,14,5763,16108,3425,0,480.25,1016.589944,3121,0,1150.571429,863.040307,79692.90303,94.73803113,10977.64,19256.03424,52399,14,274427,24947.90909,30158.77837,87669,51,228316,17562.76923,28235.11155,75974,48,0,0,0,0,252,292,43.72524513,51.01278599,0,3425,810.037037,973.4094119,947525.8832,0,0,0,1,0,0,0,0,1,841.1923077,480.25,1150.571429,252,0,0,0,0,0,0,12,5763,14,16108,8192,256,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,4,2,0,91,0,85,6,45.5,55.86143571,0,67lo,0.0,0.0,22800000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88.0,45.5,0.0,40,0,0,0,0,0,0,2,91,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49666,24367839,11,6,920,912,224,0,83.63636364,-9999.0,328,0,152.0,147.8593927,75.1810614,0.697640854,1522989.938,6037953.463,24200000,1,24400000,2436783.9,7634615.282,24200000,1,606,121.2,138.2378385,345,3,0,0,0,0,244,144,0.45141467,0.246226184,0,328,101.7777778,123.5963809,15276.06536,0,0,0,1,0,0,0,0,0,107.7647059,83.63636364,152.0,244,0,0,0,0,0,0,11,920,6,912,8192,2052,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
135,24368732,11,6,686,560,168,0,62.36363636,80.65143858,172,0,93.33333333,77.75517132,51.13109701,0.697615288,1523045.75,6040744.066,24200000,1,24400000,2436873.2,7638281.342,24200000,1,511,102.2,96.78429625,209,1,0,0,0,0,244,144,0.451398128,0.246217161,0,172,69.22222222,78.24287643,6121.947712,0,0,0,1,0,0,0,0,0,73.29411765,62.36363636,93.33333333,244,0,0,0,0,0,0,11,686,6,560,8192,2052,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,640,7,4,440,358,220,0,62.85714286,107.349008,179,0,89.5,103.3456982,1246875.0,17187.5,64.0,135.557286,445,1,640,106.6666667,194.3251571,497,1,538,179.3333333,303.6862416,530,4,0,0,0,0,164,104,10937.5,6250.0,0,220,66.5,99.00183653,9801.363636,0,0,0,1,0,0,0,0,0,72.54545455,62.85714286,89.5,164,0,0,0,0,0,0,7,440,4,358,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,900,9,4,600,2944,300,0,66.66666667,132.2875656,1472,0,736.0,849.8595962,3937777.778,14444.44444,75.0,192.7952282,684,1,900,112.5,252.4112291,734,1,766,255.3333333,435.3232515,758,3,0,0,0,0,204,104,10000.0,4444.444444,0,1472,253.1428571,527.4342623,278186.9011,0,0,0,1,0,0,0,0,0,272.6153846,66.66666667,736.0,204,0,0,0,0,0,0,9,600,4,2944,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1205,7,4,2776,2830,1388,0,396.5714286,677.2746506,1415,0,707.5,816.9506309,4652282.158,9128.630705,120.5,236.4333357,777,1,1205,200.8333333,397.058392,1008,1,927,309.0,491.6472313,876,1,0,0,0,0,164,104,5809.128631,3319.502075,0,1415,467.1666667,690.0989169,476236.5152,0,0,0,1,0,0,0,0,0,509.6363636,396.5714286,707.5,164,0,0,0,0,0,0,7,2776,4,2830,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,511,7,4,452,370,226,0,64.57142857,110.2767082,185,0,92.5,106.8097998,1608610.568,21526.41879,51.1,90.76765209,299,1,511,85.16666667,131.9005939,349,1,462,154.0,224.7198256,412,1,0,0,0,0,164,104,13698.63014,7827.78865,0,226,68.5,101.9335791,10390.45455,0,0,0,1,0,0,0,0,0,74.72727273,64.57142857,92.5,164,0,0,0,0,0,0,7,452,4,370,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,773,9,4,612,2944,306,0,68.0,134.9333169,1472,0,736.0,849.8595962,4600258.732,16817.59379,64.41666667,148.6982658,531,1,773,96.625,196.6657335,580,1,675,225.0,348.9011321,627,1,0,0,0,0,204,104,11642.94955,5174.644243,0,1472,254.0,527.5207615,278278.1538,0,0,0,1,0,0,0,0,0,273.5384615,68.0,736.0,204,0,0,0,0,0,0,9,612,4,2944,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,986,9,6,3100,3030,1550,0,344.4444444,683.4857554,1515,0,505.0,782.3426359,6217038.54,15212.98174,70.42857143,182.1084691,696,1,986,123.25,268.4142587,785,1,889,177.8,300.8308495,697,1,0,0,0,0,204,144,9127.789047,6085.192698,0,1550,383.125,685.4144124,469792.9167,0,0,0,1,0,0,0,0,0,408.6666667,344.4444444,505.0,204,0,0,0,0,0,0,9,3100,6,3030,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,935,9,6,3074,3010,1537,0,341.5555556,677.7532942,1505,0,501.6666667,777.1786581,6506951.872,16042.78075,66.78571429,187.3619199,714,1,935,116.875,281.5312403,811,1,859,171.8,308.5226086,714,2,0,0,0,0,204,144,9625.668449,6417.112299,0,1537,380.25,680.2620573,462756.4667,0,0,0,1,0,0,0,0,0,405.6,341.5555556,501.6666667,204,0,0,0,0,0,0,9,3074,6,3010,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
389,572849,15,12,4076,1020,1646,0,271.7333333,562.9358586,210,0,85.0,91.22200691,8895.887049,47.13283954,22032.65385,101642.2098,517763,2,572849,40917.78571,137973.1114,517763,2,572795,52072.27273,172091.1181,570946,3,0,0,0,0,324,264,26.18491086,20.94792869,0,1646,182.0,421.4131429,177589.037,0,0,0,1,0,0,0,0,0,188.7407407,271.7333333,85.0,324,0,0,0,0,0,0,15,4076,12,1020,8192,0,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49193,1,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3000000.0,0.5,0.707106781,1,0,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,20,2000000.0,1000000.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,1,0,0,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,1075,9,9,3100,3030,1550,0,344.4444444,683.4857554,1515,0,336.6666667,668.052206,5702325.581,16744.18605,63.23529412,167.8878083,709,1,1075,134.375,255.3266465,762,1,1009,126.125,243.2573226,709,1,0,0,0,0,204,204,8372.093023,8372.093023,0,1550,322.6315789,641.9466238,412095.4678,0,0,0,1,0,0,0,0,1,340.5555556,344.4444444,336.6666667,204,0,0,0,0,0,0,9,3100,9,3030,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
88,2687,9,6,3074,3010,1537,0,341.5555556,677.7532942,1505,0,501.6666667,777.1786581,2264235.207,5582.433941,191.9285714,423.9485572,1505,3,2687,335.875,542.269421,1505,3,1091,218.2,322.4921704,730,4,0,0,0,0,204,144,3349.460365,2232.973576,0,1537,380.25,680.2620573,462756.4667,0,0,0,1,0,0,0,0,0,405.6,341.5555556,501.6666667,204,0,0,0,0,0,0,9,3074,6,3010,8192,2053,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
135,14263712,21,12,1664,1784,168,0,79.23809524,85.18797143,268,0,148.6666667,84.88423489,241.7323064,2.313563258,445741.0,1978382.148,11100000,1,14300000,713185.6,2487010.106,11100000,1,3124260,284023.6364,663060.7968,2017717,4,0,0,0,0,444,264,1.472267528,0.84129573,0,268,101.4117647,90.75512095,8236.491979,0,0,0,1,0,0,0,0,0,104.4848485,79.23809524,148.6666667,444,0,0,0,0,0,0,21,1664,12,1784,8192,2050,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49671,14257993,11,6,2378,2160,968,0,216.1818182,381.7917805,952,0,360.0,462.1203306,318.2776145,1.192313673,891124.5625,3549720.687,14200000,2,14300000,1425799.3,4489301.086,14200000,2,975,195.0,299.4052438,721,3,0,0,0,0,244,144,0.771497082,0.42081659,0,968,252.1111111,396.5309704,157236.8105,0,0,0,1,0,0,0,0,0,266.9411765,216.1818182,360.0,244,0,0,0,0,0,0,11,2378,6,2160,8192,2049,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
135,68,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,22.66666667,34.96188401,63,1,0,0.0,0.0,0,0,5,2.5,2.121320344,4,1,0,0,0,0,20,60,14705.88235,44117.64706,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,3,0,253,2050,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49671,58,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68965.51724,19.33333333,30.08875759,54,0,0,0.0,0.0,0,0,4,2.0,2.828427125,4,0,0,0,0,0,20,60,17241.37931,51724.13793,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,3,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,3,0,252,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,26641766,4,4,227,301,227,0,56.75,113.5,301,0,75.25,150.5,19.81850603,0.300280394,3805966.571,10000000.0,26600000,30,75494,25164.66667,21765.99872,38095,35,26600000,8868151.333,15300000.0,26600000,736,0,0,0,0,92,92,0.150140197,0.150140197,0,301,58.66666667,117.8738733,13894.25,0,0,0,1,0,0,0,0,1,66.0,56.75,75.25,92,0,0,0,0,0,0,4,227,4,301,65535,946,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
49666,34256029,39,34,12094,6500,1755,0,310.1025641,490.9717965,348,0,191.1764706,128.0128948,542.7949632,2.131011741,475778.1806,3665524.167,31100000,1,34300000,901474.4474,5038710.097,31100000,1,3123992,94666.42424,392212.6272,1981403,1,0,0,0,0,804,704,1.138485725,0.992526016,0,1755,251.2702703,370.5182338,137283.7616,0,0,0,1,0,0,0,0,0,254.7123288,310.1025641,191.1764706,804,0,0,0,0,0,0,39,12094,34,6500,8192,2053,28,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,5216127,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.766852494,1738709.0,3010454.167,5214882,124,5216127,2608063.5,3686598.077,5214882,1245,0,0.0,0.0,0,0,0,0,0,0,104,40,0.575139371,0.191713124,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26315.78947,26315.78947,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,68,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14705.88235,14705.88235,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,47,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21276.59574,21276.59574,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,265,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,52830.18868,11320.75472,132.5,71.4177849,183,82,265,265.0,0.0,265,265,0,0.0,0.0,0,0,1,0,0,0,64,20,7547.169811,3773.584906,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,3302859,6,6,36,76,22,0,6.0,9.633275663,34,0,12.66666667,14.67878287,33.91001554,3.63321595,300259.9091,977989.9797,3248752,3,3302859,660571.8,1471692.192,3293208,3,3302056,660411.2,1447040.35,3248752,3,0,0,0,0,200,200,1.816607975,1.816607975,0,34,8.615384615,12.09365165,146.2564103,0,0,0,1,0,0,0,0,1,9.333333333,6.0,12.66666667,200,0,0,0,0,0,0,6,36,6,76,29200,227,2,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,1
22,404,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4950.49505,404.0,0.0,404,404,404,404.0,0.0,404,404,0,0.0,0.0,0,0,0,0,0,0,64,0,4950.49505,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,259,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,5808851,15,18,1496,2297,640,0,99.73333333,166.6851037,976,0,127.6111111,288.1713418,652.9690639,5.680985792,181526.5937,534015.4383,1978974,18,5808851,414917.9286,796605.2643,2032159,434,5707732,335748.9412,706064.5178,1978974,18,0,0,0,0,488,584,2.582266269,3.098719523,0,976,111.5588235,234.8360087,55147.95098,0,0,0,1,0,0,0,0,1,114.9393939,99.73333333,127.6111111,488,0,0,0,0,0,0,15,1496,18,2297,29200,257,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,5840763,18,19,1480,2297,640,0,82.22222222,155.7990997,976,0,120.8947368,281.5782691,646.6620885,6.334788794,162243.4167,504075.2867,1976459,37,5840763,343574.2941,733405.7283,2032024,615,5739761,318875.6111,686433.9535,1976459,37,0,0,0,0,584,616,3.081789143,3.252999651,0,976,99.39473684,224.4374998,50372.19132,0,0,0,1,0,0,0,0,1,102.0810811,82.22222222,120.8947368,584,0,0,0,0,0,0,18,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,5797001,17,19,1480,2297,640,0,87.05882353,159.1950339,976,0,120.8947368,281.5782691,651.5437896,6.210107606,165628.6,511031.6261,1964335,17,5797001,362312.5625,748646.5763,2008036,247,5695942,316441.2222,687455.3386,1964335,17,0,0,0,0,552,616,2.932550814,3.277556792,0,976,102.0810811,226.9131477,51489.57658,0,0,0,1,0,0,0,0,1,104.9166667,87.05882353,120.8947368,552,0,0,0,0,0,0,17,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,5776990,15,19,1480,2297,640,0,98.66666667,166.5424299,976,0,120.8947368,281.5782691,653.8006817,5.885417839,175060.303,523350.2299,1971363,55,5776990,412642.1429,789541.905,2016262,784,5675890,315327.2222,685287.4275,1971363,56,0,0,0,0,488,616,2.59650787,3.288909969,0,976,107.9142857,232.0999241,53870.37479,0,0,0,1,0,0,0,0,1,111.0882353,98.66666667,120.8947368,488,0,0,0,0,0,0,15,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
22,69,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14492.75362,14492.75362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
